ID,Language_ID,Parameter_ID,Value,Source_Language_ID,Inventory_ID,OnlyInLoanwords,Result,NewDistinction,PhonemeComments
416,mamb1294,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,138,yes,to be checked,to be checked,
417,mamb1294,8DEC1745406483DE6A8030A28A69B646,mb,,138,yes,to be checked,to be checked,
418,mamb1294,6910328C2AAA6011720FA21FFE1665D8,nd,,138,yes,to be checked,to be checked,
419,mamb1294,95A609A900A52E93F9252FD72E8D136F,ŋɡ,,138,yes,to be checked,to be checked,
420,mana1298,199408E3D0668F10F475143F0E8CC0CB,e,tokp1240,139,yes,new phoneme,no,
421,mana1298,5AC0158A367D59E8C16A876321E578AB,o,tokp1240,139,yes,new phoneme,no,
422,payn1244,5AC0158A367D59E8C16A876321E578AB,o,tokp1240,140,yes,new phoneme,no,mid front vowel /e/ is rare
423,nucl1706,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
424,nucl1706,47291C67010B4DBEAA93DB31BA0ABD0B,ðˤ,stan1318,141,yes,new phoneme,no,
425,nucl1706,C699D862DAE3202097065A59720E60BC,ħ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
426,nucl1706,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
427,nucl1706,5CD0683A71734F676F28F2E766031D42,zˤ,stan1318,141,yes,new phoneme,no,
428,nucl1706,55F94F929CDB58CDE9BE8333787E3A31,ʕ,,141,yes,to be checked,to be checked,Source languages: Arabic or Persian
429,mang1381,1C7F2960BE4EDD840C01C94930F1D932,ʎ,yang1288,142,yes,new phoneme,no,"phoneme appears only in loans from other australian languages, English loans are adapted to native phonological system"
430,mapu1245,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1288,143,yes,new phoneme,no,
431,marg1265,8A61A9B6039DB852CE150BEC6198AFE5,ɛ,,144,unknown,to be checked,to be checked,"(loan,surface)"
432,marg1265,55C328C4539D138964636333EABA3949,ɔ,,144,unknown,to be checked,to be checked,"(loan,surface,allo)"
433,mauw1238,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,mala1494,145,no,new phoneme,no,used also in personal names
434,maib1239,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,stan1306,146,yes,new phoneme,affricate,"uncommon, seems to appear due to switcing. Source language: Papuan Malay?"
435,maib1239,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,stan1306,146,yes,new phoneme,affricate,"uncommon, seems to appear due to switcing. Source language: Papuan Malay?"
436,mehe1243,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,tokp1240,147,yes,new phoneme,no,"appears also in several plant and animal names, may be onomatopeic. no minimal pairs were found."
437,mezq1235,03413638BD1DFC7AEF53192FEF71F017,l,,148,yes,to be checked,to be checked,(loan)
438,mezq1235,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,148,yes,to be checked,to be checked,(loan)
439,mian1256,03413638BD1DFC7AEF53192FEF71F017,l,tokp1240,149,no,phonologization of allophone,no,"appears word innitially in Tok Pisin loans, in native phonoly has an allophone [d]"
440,miga1241,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,tokp1240,150,yes,new phoneme,no,
441,miga1241,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,tokp1240,150,yes,phonologization of allophone,trill,allophone of /l/ in native phonology (northern dialect)
442,mlah1239,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,151,yes,to be checked,to be checked,
443,mlah1239,1FCBA2F74274FF6CBC8636C9BAB66A2F,dˤ,,151,yes,to be checked,to be checked,
444,mlah1239,47291C67010B4DBEAA93DB31BA0ABD0B,ðˤ,,151,yes,to be checked,to be checked,
445,mlah1239,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,151,yes,to be checked,to be checked,
446,mlah1239,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,,151,yes,to be checked,to be checked,
447,hebr1245,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,152,yes,new phoneme,no,Hebrew did not have affricates other than /ts/. Some sources include Arabic (dʒanana 'craze').
448,hebr1245,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,152,yes,new phoneme,no,"Modern Hebrew did not have affricates other than /ts/. It does however have heteromorphemic affricate-like sequences, as in tʃma 'listen!'."
449,hebr1245,501394D0E2658752D9DA624E7DEBE14B,w,,152,yes,new phoneme,no,
450,hebr1245,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,,152,yes,new phoneme,no,
451,mong1330,5A838FF4DABE1950734CFAFAB9383903,k,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
452,mong1330,96CDC886AA21A9599A0AC4EFFCDCA13F,kʲ,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
453,mong1330,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
454,mong1330,A6BC925BE30427A4ECE5EB6136535393,pʲ,,153,no,to be checked,unknown,Only in recent loanwords and 'descriptive items'
455,halh1238,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,154,yes,to be checked,to be checked,occurs with speakers who know Russian well. others substitute it with [pʰ]
456,halh1238,5A838FF4DABE1950734CFAFAB9383903,k,russ1263,154,yes,to be checked,to be checked,occurs with speakers who know Russian well. others substitute it with [x]
457,halh1238,1F0C89A7E99CD5113AA994AD2CC86CBC,ɬ,tibe1272,154,yes,to be checked,to be checked,
458,halh1238,8AB7F55EAB4F34299B9887A4F4BCF42F,ɮ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
459,halh1238,FF6C523F2A5DD002B5514706570EEE96,ɮʲ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
460,halh1238,6E065D8A2F199BCBC7CA7074EC4DE834,pʰ,russ1263,154,yes,to be checked,to be checked,
461,halh1238,3B4E2188086496B9803EA76F0ADDBC08,pʲʰ,russ1263,154,yes,to be checked,to be checked,
462,halh1238,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
463,halh1238,4FEA9B23C77E9EA34A6963E4D4FF64BA,rʲ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
464,halh1238,501394D0E2658752D9DA624E7DEBE14B,w,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
465,halh1238,82D3CEC9D54DFBC7619D0B9EF5F4993E,wʲ,"russ1263,tibe1272",154,no,other distributional change,to be checked,"natively never word-initially, borrowing has broadened its distribution"
466,mudu1242,7FF174469DAC4E61520F4E1610B2F088,s,tokp1240,156,yes,new phoneme,no,
467,munj1244,4AC7382217172B3821AE54CD38BD8698,q,dari1249,157,yes,other distributional change,unknown,
468,halk1245,694212B746622E482E0E58D50036100E,b,stan1293,158,yes,new phoneme,voicing,"very uncommon, Musqueam originally did not have voicing distinction"
469,halk1245,E6253384902D489FDB1FE487B7ED4AB2,d,chin1272,158,no,new phoneme,voicing,"appears in onomatopeia, very uncommon"
470,halk1245,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,chin1272,158,yes,new phoneme,voicing,"very uncommon, recorded only in one word /kindʒadʒ/ 'englishman'"
471,halk1245,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1293,158,yes,new phoneme,no,
472,halk1245,1832D7834F81DD97E33C58D9F70EC5C6,ɣ,chin1272,158,yes,new phoneme,to be checked,"very uncommon, exact phonetic articulation is not mentioned"
473,halk1245,5A838FF4DABE1950734CFAFAB9383903,k,"chin1272,stan1293",158,yes,new phoneme,no,"very uncommon, appears in two native words and in baby-talk"
474,halk1245,58EB693AE523323410326D60806B9ADF,u,,158,no,new phoneme,back vowels,"phoneme appears mostly in loans, has no morphological role."
475,muss1246,ECC959553F23387998DAF88D69D7736C,ɡ,tokp1240,159,no,phonologization of allophone,no,uncommon. appears as allophone of /ɣ/ in native phonology
476,sout2857,5A838FF4DABE1950734CFAFAB9383903,k,bisl1239,160,no,other distributional change,no,appears in coda position only in loan words and onomatopeia
477,naka1262,E03DA215BAB0A158BA5D1CB5C4D5D6FD,n,"kuan1248,tokp1240",161,yes,new phoneme,no,
478,naka1262,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,"kuan1248,tokp1240",161,yes,new phoneme,no,
479,nama1264,852A220443D41F0A63671A2F4DEC9788,c,,162,unknown,to be checked,to be checked,"(loan,allo)"
480,nama1264,86E80A7DA80F7F58CA76F85BACA48F86,f,,162,yes,to be checked,to be checked,(loan)
481,nama1264,03413638BD1DFC7AEF53192FEF71F017,l,,162,yes,to be checked,to be checked,(loan)
482,nava1243,CC1E157E56BC1B4B281FF3ACD292F7DF,xʷ,,163,unknown,to be checked,to be checked,"(loan,allo,free)"
483,naxi1245,86E80A7DA80F7F58CA76F85BACA48F86,f,mand1415,164,mostly,phonologization of allophone,to be checked,
484,ngka1235,ECC959553F23387998DAF88D69D7736C,ɡ,"moro1289,nucl1622,indo1316",165,yes,new phoneme,no,voicing is a marginal feature in the language
485,nhan1238,2F272C9C5FA2DA70706B565B2DC46DE8,aː,,166,yes,new phoneme,to be checked,
486,nhan1238,199408E3D0668F10F475143F0E8CC0CB,e,stan1293,166,yes,new phoneme,unknown,
487,nhan1238,5AC0158A367D59E8C16A876321E578AB,o,stan1293,166,yes,new phoneme,unknown,"represents palatalization of s before {;', e}. However, the number of stems containing s"
488,nhan1238,08F6CE9332919F91E699096D433AC8BB,oː,,166,yes,new phoneme,to be checked,
489,nucl1633,ECC959553F23387998DAF88D69D7736C,ɡ,stan1306,167,no,phonologization of allophone,no,appears as an allophone of /d/ in one postposition. Prenasalised /ŋg/ appears in native phonology.. Source language: Papuan Malay?
490,nucl1633,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,stan1306,167,yes,new phoneme,affricate,Source language: Papuan Malay?
491,noga1249,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,168,yes,other distributional change,unknown,
492,noga1249,106C7FE93D986D037407524D08F3599A,ts,russ1263,168,yes,other distributional change,unknown,
493,noga1249,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,russ1263,168,yes,other distributional change,unknown,
494,nort2697,86E80A7DA80F7F58CA76F85BACA48F86,f,,169,yes,to be checked,to be checked,(loan)
495,nort2697,5A838FF4DABE1950734CFAFAB9383903,k,,169,yes,to be checked,to be checked,(loan)
496,mans1258,ECC959553F23387998DAF88D69D7736C,ɡ,russ1263,170,yes,new phoneme,to be checked,
497,bamb1262,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,stan1318,172,yes,new phoneme,to be checked,Only affricate in the system. /tS/ is very rare and occurs in free variation with /S/
498,nuuc1236,55C328C4539D138964636333EABA3949,ɔ,,173,unknown,to be checked,to be checked,"(limited,loan)"
499,nuuc1236,7D4AEC4169D5DB682621A0F86C706FC9,ɔː,,173,unknown,to be checked,to be checked,"(limited,loan)"
500,nuuc1236,1230081C3710A6F95C105998800A8557,qʷʼ,,173,unknown,to be checked,to be checked,"(loan,limited)"
501,nuuc1236,F004A6DF8DC34AB3759000D0EEA099AC,qʼ,,173,unknown,to be checked,to be checked,"(loan,limited)"
502,nuuc1236,24934115EB451EB20C91AC9D2AD62537,χ,,173,unknown,to be checked,to be checked,"(loan,limited)"
503,nuuc1236,26770129337E78245F6006266F845267,χʷ,,173,unknown,to be checked,to be checked,"(loan,limited)"
504,ocot1243,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,174,yes,new phoneme,no,
505,ocot1243,8DEC1745406483DE6A8030A28A69B646,mb,stan1288,174,yes,new phoneme,no,
506,ocot1243,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,174,yes,new phoneme,no,
507,ocot1243,795215076D89B5B17C0D147BE5C341E3,ɾ,stan1288,174,yes,new phoneme,no,
508,copa1236,03413638BD1DFC7AEF53192FEF71F017,l,stan1288,175,mostly,other distributional change,to be checked,no other rhotics or laterals
509,copa1236,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,175,mostly,other distributional change,to be checked,No other rhotics or laterals
510,kalm1243,1883B4EB79FD08129F5AFD246D136228,ɕː,russ1263,176,yes,other distributional change,unknown,
511,kalm1243,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,176,yes,other distributional change,unknown,
512,kalm1243,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,russ1263,176,yes,other distributional change,unknown,
513,oira1263,694212B746622E482E0E58D50036100E,b,dutc1256,177,yes,new phoneme,no,"appears only in two loawords, in most loanwords b>w"
514,olut1240,694212B746622E482E0E58D50036100E,b,stan1288,178,yes,new phoneme,to be checked,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
515,olut1240,E6253384902D489FDB1FE487B7ED4AB2,d,stan1288,178,yes,new phoneme,to be checked,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
516,olut1240,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,178,yes,new phoneme,no,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
517,olut1240,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,178,yes,new phoneme,to be checked,"The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish."
518,olut1240,03413638BD1DFC7AEF53192FEF71F017,l,stan1288,178,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?"
519,olut1240,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,,178,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words."
520,olut1240,795215076D89B5B17C0D147BE5C341E3,ɾ,stan1288,178,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?"
521,paez1247,795215076D89B5B17C0D147BE5C341E3,ɾ,,179,yes,to be checked,to be checked,(loan)
522,paiw1248,E7FBD92350B3CA8B7B5D77E36A607068,h,nucl1643,180,yes,new phoneme,no,
523,para1311,C74BECEC6C9DBC95D2C92E893F72A8AD,ð,,181,yes,to be checked,to be checked,(loan)
524,para1311,86E80A7DA80F7F58CA76F85BACA48F86,f,,181,yes,to be checked,to be checked,(loan)
525,para1311,2C506EAD6B506B116E11D445B865A044,ɣʷ,,181,yes,to be checked,to be checked,(loan)
526,para1311,03413638BD1DFC7AEF53192FEF71F017,l,,181,yes,to be checked,to be checked,(loan)
527,para1311,1C7F2960BE4EDD840C01C94930F1D932,ʎ,,181,yes,to be checked,to be checked,(loan)
528,para1311,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,,181,yes,to be checked,to be checked,(loan)
529,para1311,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,181,yes,to be checked,to be checked,(loan)
530,para1311,CC1E157E56BC1B4B281FF3ACD292F7DF,xʷ,,181,yes,to be checked,to be checked,(loan)
531,pina1252,6910328C2AAA6011720FA21FFE1665D8,nd,enga1252,182,yes,new phoneme,prenasalized,appers only in names and place names
532,pina1252,95A609A900A52E93F9252FD72E8D136F,ŋɡ,enga1252,182,yes,new phoneme,prenasalized,appers only in names and place names
533,pipi1250,694212B746622E482E0E58D50036100E,b,stan1288,183,yes,new phoneme,to be checked,no voiced obstruents in the native inventory
534,pipi1250,E6253384902D489FDB1FE487B7ED4AB2,d,stan1288,183,yes,new phoneme,to be checked,simoo 'cement' from French. Many others stems with s are non-basic vocabulary for
535,pipi1250,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,183,yes,new phoneme,to be checked,"comb' versus sambu, sombu 'lift (child to chest)'."
536,pipi1250,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,183,yes,new phoneme,to be checked,which loanword origins may be suspected. A partial minimal pair is sombu 'wooden
537,pure1242,694212B746622E482E0E58D50036100E,b,,184,yes,to be checked,to be checked,(loan)
538,pure1242,E6253384902D489FDB1FE487B7ED4AB2,d,,184,yes,to be checked,to be checked,(loan)
539,pure1242,86E80A7DA80F7F58CA76F85BACA48F86,f,,184,yes,to be checked,to be checked,(loan)
540,pure1242,ECC959553F23387998DAF88D69D7736C,ɡ,,184,yes,to be checked,to be checked,(loan)
541,pure1242,03413638BD1DFC7AEF53192FEF71F017,l,,184,yes,to be checked,to be checked,(loan)
542,pure1242,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,,184,yes,to be checked,to be checked,(loan)
543,chal1275,47291C67010B4DBEAA93DB31BA0ABD0B,ðˤ,,185,yes,to be checked,to be checked,
544,chal1275,E9F92ED438311DEF47430F2DC3038C22,ɸ,,185,yes,to be checked,to be checked,
545,chal1275,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,185,yes,to be checked,to be checked,
546,quil1240,ECC959553F23387998DAF88D69D7736C,ɡ,stan1293,186,yes,new phoneme,no,"All words with g seem to be loanwords, although one is uncertain."
547,quil1240,5AE9663626770D1D4B97AAE5769AB83C,m,stan1293,186,yes,new phoneme,to be checked,The language dislikes nasals very much
548,rama1270,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,nica1252,187,unknown,new phoneme,to be checked,
549,rama1270,E77FDA2EAABA78B3E55A968B2257CF26,z,nica1252,187,unknown,new phoneme,to be checked,
550,rian1263,64EABC4FDF5DE0BE02E889701FD34147,ʈ,kima1246,188,no,unknown,retroflex,"marginal phoneme, may be due to loans"
551,saba1265,ECC959553F23387998DAF88D69D7736C,ɡ,,189,yes,to be checked,to be checked,(loan)
552,saek1240,86E80A7DA80F7F58CA76F85BACA48F86,f,"laoo1244,thai1261",190,yes,new phoneme,to be checked,
553,yaku1245,86E80A7DA80F7F58CA76F85BACA48F86,f,,191,yes,to be checked,to be checked,(loan)
554,yaku1245,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,,191,unknown,to be checked,to be checked,"(limited,loan)"
555,yaku1245,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,,191,unknown,to be checked,to be checked,"(loan,limited)"
556,yaku1245,033ACAA664F151FC56BC9595526BCFA4,v,,191,yes,to be checked,to be checked,(loan)
557,yaku1245,E77FDA2EAABA78B3E55A968B2257CF26,z,,191,yes,to be checked,to be checked,(loan)
558,yaku1245,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,,191,yes,to be checked,to be checked,(loan)
559,sanm1295,1832D7834F81DD97E33C58D9F70EC5C6,ɣ,stan1288,192,yes,to be checked,to be checked,deleted with some speakers
560,sanm1295,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,stan1288,192,yes,to be checked,to be checked,
561,sanm1295,A9AE43FC2BB2220AEC56494926170F9E,ɸʷ,stan1288,192,yes,to be checked,to be checked,"occurs at least once and corresponds to Spanish [fw] (fuerza), may be analyzed as loaned [ɸ] + native [w]? only native bilabial phoneme in the dialect is /b/, which has the regular intervocallic allophone [β], and an allophone [][ɸʷ] documented once. no [f]/[v]"
562,hula1244,C699D862DAE3202097065A59720E60BC,ħ,,193,yes,to be checked,to be checked,
563,hula1244,0FD087805B29DDC87A7BC2D136B0A201,rː,,193,yes,to be checked,to be checked,
564,hula1244,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,193,yes,to be checked,to be checked,
565,hula1244,5CD0683A71734F676F28F2E766031D42,zˤ,,193,yes,to be checked,to be checked,
566,suii1243,CF50E15F866A7B9698A8F95C5C9B48B2,ɪ,mand1415,194,yes,to be checked,to be checked,the authors consider it to be an allophone of /i/
567,suii1243,89135AE8B291E91395AD52BAA7592587,pʷ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
568,suii1243,6C3F7787E19CBD1433EF2DB705910E67,pʷʰ,mand1415,194,no,to be checked,to be checked,"only for spelling the family name Pan or for spelling this syllable in modern Chinese loan words. native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
569,suii1243,6576638EF4391DBEAFB44F37A062CD2D,sʷ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
570,suii1243,5924DA42129CC1F197722FB8B62D1885,tsʲʰ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
571,suii1243,A66006789C0D5D1A4E620C2E06A6DA03,tsʷ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
572,suii1243,7923B7E1859F891FD08B68F016654DB7,tsʷʰ,mand1415,194,yes,to be checked,to be checked,"native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants"
573,hula1244,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,195,yes,to be checked,to be checked,
574,hula1244,86E80A7DA80F7F58CA76F85BACA48F86,f,,195,yes,to be checked,to be checked,
575,hula1244,1832D7834F81DD97E33C58D9F70EC5C6,ɣ,,195,yes,to be checked,to be checked,
576,hula1244,C699D862DAE3202097065A59720E60BC,ħ,,195,yes,to be checked,to be checked,
577,hula1244,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,195,yes,to be checked,to be checked,
578,hula1244,55F94F929CDB58CDE9BE8333787E3A31,ʕ,,195,yes,to be checked,to be checked,
579,savo1255,86E80A7DA80F7F58CA76F85BACA48F86,f,"piji1239,stan1293",196,yes,new phoneme,labiodental,"alternating individually with native /p/ or /β/, depending on the speaker familiarity with Pijin/English, restricted to recent loanwords."
580,sawe1240,E6253384902D489FDB1FE487B7ED4AB2,d,,197,no,phonologization of allophone,no,"used to be an allophone of /r/ after a nasal, most non-post-nasal occurences are in loanwords. probably an old phonologization."
581,sawe1240,5A838FF4DABE1950734CFAFAB9383903,k,,197,yes,new phoneme,no,unclear if really a loan
582,sawe1240,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,,197,yes,new phoneme,no,
583,nort3139,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,,198,yes,to be checked,to be checked,
584,shix1238,D418E761F17614DCFCAE81181526DD99,ɖʐ,east2344,199,mostly,to be checked,unknown,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
585,shix1238,7145DA37441D46468137A8F0833E6787,ɲ̊,east2344,199,yes,to be checked,to be checked,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
586,shix1238,DC64DF688224E6FD840EEFC3767FDBE6,ŋ̊,east2344,199,yes,to be checked,to be checked,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
587,shix1238,0C125CB557D530881A8F1E46A3EB6F0C,ʈʂ,east2344,199,mostly,to be checked,unknown,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
588,shix1238,1221CD26FBA96262AA84D0449FF78413,ʈʂʰ,east2344,199,mostly,to be checked,unknown,"The borrowing language is also known as Shixing, which name is used for both Lower and Upper Xumi."
589,shor1247,1883B4EB79FD08129F5AFD246D136228,ɕː,russ1263,200,yes,other distributional change,unknown,
590,shor1247,3A357AE68F00D5DFDA9501F5ED36A6C3,dʲ,russ1263,200,yes,other distributional change,unknown,
591,shor1247,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,200,yes,other distributional change,unknown,
592,shor1247,FC7AAC2F2DD0F75DE6A9EC1F88A4ADB6,tʲ,russ1263,200,yes,other distributional change,unknown,
593,shor1247,106C7FE93D986D037407524D08F3599A,ts,russ1263,200,yes,other distributional change,unknown,
594,shor1247,033ACAA664F151FC56BC9595526BCFA4,v,russ1263,200,yes,other distributional change,unknown,
595,sinh1246,D9B28B2D674EBA4B03C38B36D77E563E,ə,,201,yes,to be checked,to be checked,(loan)
596,sinh1246,ED921AC9F6C2ABBAC1602F39891DADCF,əː,,201,yes,to be checked,to be checked,(loan)
597,sinh1246,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,,201,yes,to be checked,to be checked,(loan)
598,sinh1246,B72EA7A6AB24EDF883082F82EAC69ADE,ɲː,,201,unknown,to be checked,to be checked,"(loan,limited)"
599,sinh1246,E9F92ED438311DEF47430F2DC3038C22,ɸ,,201,unknown,to be checked,to be checked,"(loan,allo)"
600,sinh1246,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,,201,yes,to be checked,to be checked,(loan)
601,skol1241,86E80A7DA80F7F58CA76F85BACA48F86,f,,202,yes,other distributional change,unknown,
602,nucl1634,7FF174469DAC4E61520F4E1610B2F088,s,,203,yes,new phoneme,no,"appears in two words, both suspected as loanwords. there is an uncommon [s] allophone of phoneme /t/."
603,slav1254,A933E2A015DCF1AB1B946DBA04C1958C,ç,,204,mostly,other distributional change,unknown,
604,slav1254,17B1CFA69C0C6AB5362FFDB585C0C7DC,dz,,204,mostly,other distributional change,unknown,
605,slav1254,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,204,mostly,other distributional change,unknown,
606,slav1254,8A61A9B6039DB852CE150BEC6198AFE5,ɛ,,204,mostly,other distributional change,unknown,
607,slav1254,86E80A7DA80F7F58CA76F85BACA48F86,f,,204,mostly,other distributional change,unknown,
608,slav1254,320B62404207303F61B0F772296C9545,ɟ,,204,mostly,other distributional change,unknown,
609,slav1254,55C328C4539D138964636333EABA3949,ɔ,,204,mostly,other distributional change,unknown,
610,sooo1254,86E80A7DA80F7F58CA76F85BACA48F86,f,thai1261,205,mostly,other distributional change,unknown,
611,soch1239,E9F92ED438311DEF47430F2DC3038C22,ɸ,stan1288,206,yes,new phoneme,no,
612,soch1239,795215076D89B5B17C0D147BE5C341E3,ɾ,stan1288,206,no,new phoneme,tap,phoneme appears in onomatopeia and one explative
613,kist1241,825B20CB261AC2AAD034C4B8C3BC5DFC,sʼ,amha1245,207,yes,to be checked,to be checked,
614,soma1255,24934115EB451EB20C91AC9D2AD62537,χ,stan1318,208,yes,new phoneme,no,
615,sout2991,C74BECEC6C9DBC95D2C92E893F72A8AD,ð,stan1288,209,yes,to be checked,to be checked,(loan)
616,sout2991,8A61A9B6039DB852CE150BEC6198AFE5,ɛ,stan1288,209,unknown,to be checked,to be checked,"(loan,allo)"
617,sout2991,1832D7834F81DD97E33C58D9F70EC5C6,ɣ,stan1288,209,yes,to be checked,to be checked,(loan)
618,sout2991,55C328C4539D138964636333EABA3949,ɔ,stan1288,209,unknown,to be checked,to be checked,"(loan,allo)"
619,sout2991,E9F92ED438311DEF47430F2DC3038C22,ɸ,stan1288,209,yes,to be checked,to be checked,(loan)
620,sout2991,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,209,yes,to be checked,to be checked,(loan)
621,sout2991,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1288,209,yes,to be checked,to be checked,(loan)
622,sout2991,A2DFF488C07B9A11B5DF5EA37214750D,β,stan1288,209,yes,to be checked,to be checked,(loan)
623,sout2982,795215076D89B5B17C0D147BE5C341E3,ɾ,,210,yes,to be checked,to be checked,(loan)
624,sout2961,694212B746622E482E0E58D50036100E,b,,211,yes,to be checked,to be checked,(loan)
625,sout2961,E6253384902D489FDB1FE487B7ED4AB2,d,,211,yes,to be checked,to be checked,(loan)
626,sout2961,ECC959553F23387998DAF88D69D7736C,ɡ,,211,yes,to be checked,to be checked,(loan)
627,sout2961,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,,211,yes,to be checked,to be checked,(loan)
